60000,1.97689090569954,0.255782921768595,80
62000,1.96330319580237,0.312036696578194,77.6
64000,1.94016025216303,0.394454733863847,74.1
66000,1.8914046978931,0.521280250853332,68.2
68000,1.77933728768924,0.727530030741446,56.6
69000,1.67834841439373,0.865883354013131,45.8
69500,1.6155431040191,0.937768296077832,38.3
70000,1.54984643601409,1.00312709407634,28.9
70500,1.49514433024832,1.05379612782766,17.5
71000,1.46567718241638,1.07989328960095,4.9
71250,1.46366981537387,1.0816020986574,-1.8
71500,1.47043591960372,1.07515651275894,-8.3
72000,1.50748148643962,1.04297634393451,-20.7
72500,1.56489377161107,0.988825985929851,-31.3
73000,1.62748364978099,0.92422203112657,-39.9
75000,1.81386409442604,0.673167403746847,-59.9
77000,1.89866715814396,0.505906883481192,-69
79000,1.93810379232394,0.400634392380667,-73.9
81000,1.95877893895634,0.331757807463634,-76.8
83000,1.97117116139089,0.282673396609819,-78.9
