60000,1.96319477561303,0.491411613611225,73
62000,1.94570696755162,0.589219679889067,69
64000,1.91604897276303,0.723216148853477,63.8
66000,1.86487987374797,0.90648322241128,55.2
68000,1.77907631553843,1.14252795196886,41
69000,1.7250367109665,1.2626692659489,30.6
69500,1.69969610436661,1.31513917053358,24.3
70000,1.67755354652919,1.35859353074067,17.6
70500,1.66082838583154,1.38869963456414,10.4
71000,1.65270561619998,1.40374069880133,2.8
71250,1.65225901748973,1.40434804536456,-1
71500,1.65410417884683,1.40091468084728,-4.9
72000,1.66372727966459,1.38248918047502,-12.2
72500,1.6813394782438,1.34992300229476,-19.2
73000,1.7036323771104,1.30603829397479,-25.6
75000,1.80146924745741,1.08741177245003,-44.8
77000,1.87120516764256,0.886081822508899,-56.3
79000,1.91364551572836,0.733630240705172,-63.3
81000,1.93943952909665,0.622107473690812,-67
83000,1.95585332024671,0.539022301583147,-71.2
85000,1.96662580428373,0.474708718945471,-73.5
